time	abs-time	actinic-lights.light-1-CW5700K	actinic-lights.light-2-CW5700K	actinic-lights.light-3-CW5700K	actinic-lights.light-4-CW5700K	actinic-lights.light-5-CW5700K	actinic-lights.light-6-CW5700K	actinic-lights.light-7-CW5700K	actinic-lights.light-8-CW5700K	od-1-sensors.od-680	od-2-sensors.od-680	od-3-sensors.od-680	od-4-sensors.od-680	od-5-sensors.od-680	od-6-sensors.od-680	od-7-sensors.od-680	od-8-sensors.od-680	pumps-20057.pump-1-consumption	pumps-20057.pump-2-consumption	pumps-20057.pump-3-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-5-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-7-consumption	pumps-20057.pump-8-consumption
174.868056	27.06.2023 22:54:23																	1332							
174.880556	27.06.2023 22:55:08																								
174.883333	27.06.2023 22:55:18									0.41754	0.40624	0.41731	0.3774	0.42298	0.35871	0.41291	0.4265	1332							
174.884722	27.06.2023 22:55:23																	1333							
174.897222	27.06.2023 22:56:08																								
174.9	27.06.2023 22:56:18									0.41792	0.40439	0.41506	0.37844	0.42259	0.35607	0.41178	0.4292	1333							
174.901389	27.06.2023 22:56:23																	1333							
174.913889	27.06.2023 22:57:08																								
174.916667	27.06.2023 22:57:18									0.41678	0.40736	0.41543	0.37914	0.42182	0.35805	0.41253	0.4292	1333							
174.918056	27.06.2023 22:57:23																	1334							
174.930556	27.06.2023 22:58:08																								
174.933333	27.06.2023 22:58:18									0.41526	0.40292	0.41619	0.37809	0.42144	0.35509	0.41216	0.42766	1334							
174.934722	27.06.2023 22:58:23																	1334							
174.947222	27.06.2023 22:59:08																								
174.95	27.06.2023 22:59:18									0.41263	0.40328	0.41506	0.37705	0.42144	0.35607	0.41065	0.42688	1334							
174.951389	27.06.2023 22:59:23																	1335							
174.963889	27.06.2023 23:00:08																								
174.966667	27.06.2023 23:00:18									0.41001	0.40071	0.41543	0.37601	0.41953	0.35509	0.41253	0.42843	1335							
174.968056	27.06.2023 23:00:23																	1335							
174.980556	27.06.2023 23:01:08																								
174.983333	27.06.2023 23:01:18									0.40666	0.39962	0.41469	0.37566	0.42029	0.35575	0.40916	0.42804	1335							
174.984722	27.06.2023 23:01:23																	1335							
174.997222	27.06.2023 23:02:08																								
175	27.06.2023 23:02:18									0.40445	0.39598	0.41506	0.37636	0.41915	0.35509	0.41065	0.42534	1335							
175.001389	27.06.2023 23:02:23																	1336							
175.013889	27.06.2023 23:03:08																								
175.016667	27.06.2023 23:03:18									0.39969	0.39634	0.41319	0.37844	0.42106	0.35085	0.41103	0.42534	1336							
175.018056	27.06.2023 23:03:23																	1336							
175.030556	27.06.2023 23:04:08																								
175.033333	27.06.2023 23:04:18									0.39969	0.39381	0.41506	0.37359	0.41953	0.35345	0.41028	0.42038	1336							
175.034722	27.06.2023 23:04:23																	1337							
175.047222	27.06.2023 23:05:08																								
175.05	27.06.2023 23:05:18									0.39787	0.39022	0.41319	0.37463	0.41877	0.35673	0.40766	0.41962	1337							
175.051389	27.06.2023 23:05:23																	1337							
175.063889	27.06.2023 23:06:08																								
175.066667	27.06.2023 23:06:18									0.39714	0.38987	0.4117	0.37291	0.41877	0.35378	0.40766	0.42152	1337							
175.068056	27.06.2023 23:06:23																	1337							
175.080556	27.06.2023 23:07:08																								
175.083333	27.06.2023 23:07:18									0.39425	0.3913	0.41319	0.37463	0.41915	0.35607	0.4099	0.4219	1337							
175.084722	27.06.2023 23:07:23																	1338							
175.097222	27.06.2023 23:08:08																								
175.1	27.06.2023 23:08:18									0.39246	0.3888	0.41319	0.37497	0.41991	0.35378	0.40953	0.42038	1338							
175.101389	27.06.2023 23:08:23																	1338							
175.113889	27.06.2023 23:09:08																								
175.116667	27.06.2023 23:09:18									0.39067	0.39058	0.41581	0.37325	0.41953	0.35509	0.41028	0.4219	1338							
175.118056	27.06.2023 23:09:23																	1339							
175.130556	27.06.2023 23:10:08																								
175.133333	27.06.2023 23:10:18									0.3896	0.38737	0.41469	0.37463	0.42221	0.3528	0.40953	0.42381	1339							
175.134722	27.06.2023 23:10:23																	1339							
175.147222	27.06.2023 23:11:08																								
175.15	27.06.2023 23:11:18									0.38747	0.39058	0.41543	0.37428	0.41991	0.35542	0.4099	0.42	1339							
175.151389	27.06.2023 23:11:23																	1340							
175.163889	27.06.2023 23:12:08																								
175.166667	27.06.2023 23:12:18									0.38184	0.39165	0.41619	0.37532	0.42144	0.35542	0.41065	0.42381	1340							
175.168056	27.06.2023 23:12:23																	1340							
175.180556	27.06.2023 23:13:08																								
175.183333	27.06.2023 23:13:18									0.38465	0.39201	0.41394	0.37428	0.42182	0.35575	0.40916	0.42496	1340							
175.184722	27.06.2023 23:13:23																	1340							
175.197222	27.06.2023 23:14:08																								
175.2	27.06.2023 23:14:18									0.38184	0.3913	0.41469	0.37497	0.42298	0.35509	0.4099	0.42228	1340							
175.201389	27.06.2023 23:14:23																	1341							
175.213889	27.06.2023 23:15:08																								
175.216667	27.06.2023 23:15:18									0.37905	0.3913	0.41469	0.37325	0.42068	0.35443	0.4114	0.42343	1341							
175.218056	27.06.2023 23:15:23																	1341							
175.230556	27.06.2023 23:16:08																								
175.233333	27.06.2023 23:16:18									0.38079	0.39816	0.41244	0.37566	0.42182	0.35607	0.41103	0.42458	1341							
175.234722	27.06.2023 23:16:23																	1342							
175.247222	27.06.2023 23:17:08																								
175.25	27.06.2023 23:17:18									0.38079	0.39201	0.41356	0.37359	0.41991	0.35706	0.40878	0.42381	1342							
175.251389	27.06.2023 23:17:23																	1342							
175.263889	27.06.2023 23:18:08																								
175.266667	27.06.2023 23:18:18									0.37697	0.39381	0.41469	0.37636	0.42375	0.35673	0.41103	0.42496	1342							
175.268056	27.06.2023 23:18:23																	1342							
175.280556	27.06.2023 23:19:08																								
175.283333	27.06.2023 23:19:18									0.37525	0.39058	0.41581	0.37636	0.42298	0.35411	0.41178	0.4265	1342							
175.284722	27.06.2023 23:19:23																	1343							
175.297222	27.06.2023 23:20:08																								
175.3	27.06.2023 23:20:18									0.37456	0.39201	0.41543	0.37566	0.42106	0.35509	0.41329	0.42343	1343							
175.301389	27.06.2023 23:20:23																	1343							
175.313889	27.06.2023 23:21:08																								
175.316667	27.06.2023 23:21:18									0.37079	0.39309	0.41581	0.37636	0.42375	0.35345	0.41103	0.42496	1343							
175.318056	27.06.2023 23:21:23																	1344							
175.330556	27.06.2023 23:22:08																								
175.333333	27.06.2023 23:22:18									0.36943	0.38915	0.41506	0.37532	0.42106	0.35575	0.40953	0.42228	1344							
175.334722	27.06.2023 23:22:23																	1344							
175.347222	27.06.2023 23:23:08																								
175.35	27.06.2023 23:23:18									0.36875	0.39165	0.41469	0.37359	0.42221	0.35476	0.41178	0.42496	1344							
175.351389	27.06.2023 23:23:23																	1345							
175.363889	27.06.2023 23:24:08																								
175.366667	27.06.2023 23:24:18									0.36369	0.38951	0.41581	0.37774	0.42298	0.3564	0.41103	0.4265	1345							
175.368056	27.06.2023 23:24:23																	1345							
175.380556	27.06.2023 23:25:08																								
175.383333	27.06.2023 23:25:18									0.36235	0.39094	0.41469	0.37705	0.42144	0.35411	0.41103	0.42727	1345							
175.384722	27.06.2023 23:25:23																	1345							
175.397222	27.06.2023 23:26:08																								
175.4	27.06.2023 23:26:18									0.36336	0.39058	0.41731	0.37601	0.42259	0.35575	0.40916	0.42228	1345							
175.401389	27.06.2023 23:26:23																	1346							
175.413889	27.06.2023 23:27:08																								
175.416667	27.06.2023 23:27:18									0.36135	0.39273	0.41581	0.3767	0.42221	0.35575	0.41178	0.42381	1346							
175.418056	27.06.2023 23:27:23																	1346							
175.430556	27.06.2023 23:28:08																								
175.433333	27.06.2023 23:28:18									0.3577	0.39381	0.41581	0.37497	0.42221	0.35378	0.41103	0.42419	1346							
175.434722	27.06.2023 23:28:23																	1347							
175.447222	27.06.2023 23:29:08																								
175.45	27.06.2023 23:29:18									0.3577	0.39309	0.41469	0.37566	0.42259	0.35542	0.41291	0.42534	1347							
175.450278	27.06.2023 23:29:19																	1347							
175.463889	27.06.2023 23:30:08																								
175.466667	27.06.2023 23:30:18									0.35572	0.38987	0.41619	0.37774	0.42298	0.35706	0.4114	0.42688								
175.480556	27.06.2023 23:31:08																								
175.483333	27.06.2023 23:31:18									0.35836	0.39273	0.41619	0.3767	0.42298	0.35443	0.41329	0.42419								
175.497222	27.06.2023 23:32:08																								
175.5	27.06.2023 23:32:18									0.35572	0.39309	0.41619	0.37601	0.42452	0.35509	0.41329	0.42727								
175.513889	27.06.2023 23:33:08																								
175.516667	27.06.2023 23:33:18									0.3577	0.39381	0.41694	0.37705	0.42568	0.3564	0.41329	0.42458								
175.530556	27.06.2023 23:34:08																								
175.533333	27.06.2023 23:34:18									0.35836	0.39309	0.41769	0.37809	0.42375	0.35509	0.41404	0.42804								
175.547222	27.06.2023 23:35:08																								
175.55	27.06.2023 23:35:18									0.35638	0.39345	0.41543	0.37844	0.42336	0.3564	0.41253	0.42843								
175.563889	27.06.2023 23:36:08																								
175.566667	27.06.2023 23:36:18									0.3577	0.39345	0.4192	0.37809	0.42452	0.35312	0.4148	0.42534								
175.580556	27.06.2023 23:37:08																								
175.583333	27.06.2023 23:37:18									0.3577	0.39201	0.41882	0.37948	0.42336	0.35673	0.4148	0.42496								
175.597222	27.06.2023 23:38:08																								
175.6	27.06.2023 23:38:18									0.35671	0.39453	0.41882	0.37914	0.4249	0.35575	0.41442	0.42496								
175.613889	27.06.2023 23:39:08																								
175.616667	27.06.2023 23:39:18									0.35737	0.39417	0.41769	0.37879	0.42182	0.35706	0.41404	0.42458								
175.630556	27.06.2023 23:40:08																								
175.633333	27.06.2023 23:40:18									0.35407	0.39562	0.41958	0.37705	0.42607	0.35476	0.41442	0.42688								
175.647222	27.06.2023 23:41:08																								
175.65	27.06.2023 23:41:18									0.35605	0.39201	0.41882	0.37809	0.42568	0.35378	0.41366	0.4265								
175.663889	27.06.2023 23:42:08																								
175.666667	27.06.2023 23:42:18									0.3544	0.39562	0.41769	0.37914	0.42298	0.35706	0.41366	0.42496								
175.680556	27.06.2023 23:43:08																								
175.683333	27.06.2023 23:43:18									0.35737	0.39022	0.41996	0.37983	0.42529	0.35772	0.4148	0.42573								
175.697222	27.06.2023 23:44:08																								
175.7	27.06.2023 23:44:18									0.35671	0.39345	0.41958	0.3767	0.42645	0.35739	0.41442	0.42843								
175.713889	27.06.2023 23:45:08																								
175.716667	27.06.2023 23:45:18									0.35539	0.39417	0.42034	0.37983	0.42413	0.35904	0.41556	0.42766								
175.730556	27.06.2023 23:46:08																								
175.733333	27.06.2023 23:46:18									0.35671	0.39201	0.42072	0.38053	0.4249	0.35971	0.4148	0.42843								
175.747222	27.06.2023 23:47:08																								
175.75	27.06.2023 23:47:18									0.35539	0.39201	0.4211	0.38018	0.4249	0.35937	0.41746	0.42573								
175.763889	27.06.2023 23:48:08																								
175.766667	27.06.2023 23:48:18									0.35671	0.39417	0.41807	0.37844	0.42413	0.36004	0.41404	0.42882								
175.780556	27.06.2023 23:49:08																								
175.783333	27.06.2023 23:49:18									0.35737	0.39526	0.42186	0.38123	0.4284	0.35904	0.41746	0.42882								
175.797222	27.06.2023 23:50:08																								
175.8	27.06.2023 23:50:18									0.35836	0.39345	0.4211	0.3774	0.42801	0.35904	0.41746	0.43076								
175.813889	27.06.2023 23:51:08																								
175.816667	27.06.2023 23:51:18									0.35836	0.39562	0.42338	0.38123	0.42607	0.35772	0.41556	0.42766								
175.830556	27.06.2023 23:52:08																								
175.833333	27.06.2023 23:52:18									0.35869	0.39273	0.42072	0.38158	0.42684	0.35904	0.41556	0.43115								
175.847222	27.06.2023 23:53:08																								
175.85	27.06.2023 23:53:18									0.35671	0.39273	0.423	0.38018	0.4284	0.35871	0.41784	0.43232								
175.863889	27.06.2023 23:54:08																								
175.866667	27.06.2023 23:54:18									0.35902	0.39453	0.41996	0.38158	0.42645	0.35772	0.41822	0.42998								
175.880556	27.06.2023 23:55:08																								
175.883333	27.06.2023 23:55:18									0.36035	0.39381	0.42072	0.37879	0.42723	0.36004	0.41937	0.43154								
175.897222	27.06.2023 23:56:08																								
175.9	27.06.2023 23:56:18									0.35836	0.39381	0.42072	0.37983	0.4284	0.35971	0.41746	0.42959								
175.913889	27.06.2023 23:57:08																								
175.916667	27.06.2023 23:57:18									0.35836	0.39453	0.42376	0.38088	0.4284	0.35937	0.41556	0.42959								
175.930556	27.06.2023 23:58:08																								
175.933333	27.06.2023 23:58:18									0.35803	0.39779	0.42224	0.38053	0.4284	0.36137	0.41594	0.43076								
175.947222	27.06.2023 23:59:08																								
175.95	27.06.2023 23:59:18									0.36002	0.39743	0.42072	0.38228	0.42684	0.36037	0.41518	0.43076								
175.963889	28.06.2023 00:00:08																								
175.966667	28.06.2023 00:00:18									0.35671	0.39598	0.41958	0.38193	0.4284	0.36203	0.41784	0.43037								
175.980556	28.06.2023 00:01:08																								
175.983333	28.06.2023 00:01:18									0.35902	0.3967	0.4211	0.38263	0.42957	0.35971	0.4186	0.43154								
175.997222	28.06.2023 00:02:08																								
176	28.06.2023 00:02:18									0.35969	0.39562	0.42148	0.37879	0.42879	0.35971	0.41937	0.4292								
176.013889	28.06.2023 00:03:08																								
176.016667	28.06.2023 00:03:18									0.35803	0.39453	0.42262	0.38334	0.42801	0.3617	0.41937	0.42882								
176.030556	28.06.2023 00:04:08																								
176.033333	28.06.2023 00:04:18									0.35803	0.39852	0.4211	0.38334	0.42918	0.36004	0.41975	0.43232								
176.047222	28.06.2023 00:05:08																								
176.05	28.06.2023 00:05:18									0.35869	0.3967	0.42224	0.38158	0.42996	0.3617	0.41746	0.42959								
176.063889	28.06.2023 00:06:08																								
176.066667	28.06.2023 00:06:18									0.35902	0.39526	0.42376	0.38299	0.42957	0.3637	0.41937	0.42959								
176.080556	28.06.2023 00:07:08																								
176.083333	28.06.2023 00:07:18									0.35803	0.39417	0.42148	0.38263	0.43113	0.36237	0.4186	0.43076								
176.097222	28.06.2023 00:08:08																								
176.1	28.06.2023 00:08:18									0.3577	0.39743	0.423	0.38334	0.43035	0.3627	0.42052	0.4331								
176.113889	28.06.2023 00:09:08																								
176.116667	28.06.2023 00:09:18									0.35836	0.39598	0.42262	0.38123	0.42918	0.35937	0.41822	0.43467								
176.130556	28.06.2023 00:10:08																								
176.133333	28.06.2023 00:10:18									0.36135	0.39779	0.42376	0.38263	0.43035	0.36337	0.42128	0.43271								
176.147222	28.06.2023 00:11:08																								
176.15	28.06.2023 00:11:18									0.35638	0.39526	0.4253	0.38228	0.43035	0.36203	0.41975	0.43427								
176.163889	28.06.2023 00:12:08																								
176.166667	28.06.2023 00:12:18									0.35935	0.39707	0.42376	0.37983	0.43074	0.36037	0.41784	0.43427								
176.180556	28.06.2023 00:13:08																								
176.183333	28.06.2023 00:13:18									0.35902	0.39634	0.42376	0.3851	0.42801	0.35937	0.41975	0.4331								
176.197222	28.06.2023 00:14:08																								
176.2	28.06.2023 00:14:18									0.36002	0.39998	0.42491	0.38369	0.42957	0.36303	0.41898	0.43545								
176.213889	28.06.2023 00:15:08																								
176.216667	28.06.2023 00:15:18									0.36235	0.39925	0.42568	0.38299	0.43035	0.36437	0.42128	0.42959								
176.230556	28.06.2023 00:16:08																								
176.233333	28.06.2023 00:16:18									0.36135	0.39707	0.42491	0.38158	0.43231	0.36471	0.42321	0.4331								
176.247222	28.06.2023 00:17:08																								
176.25	28.06.2023 00:17:18									0.35836	0.39962	0.4253	0.38475	0.4331	0.36203	0.42128	0.43388								
176.263889	28.06.2023 00:18:08																								
176.266667	28.06.2023 00:18:18									0.35902	0.39925	0.4253	0.38334	0.4327	0.36137	0.42282	0.43388								
176.280556	28.06.2023 00:19:08																								
176.283333	28.06.2023 00:19:18									0.35704	0.39925	0.4276	0.38404	0.43388	0.36237	0.42167	0.43427								
176.297222	28.06.2023 00:20:08																								
176.3	28.06.2023 00:20:18									0.35969	0.40071	0.4253	0.38263	0.43428	0.36137	0.42205	0.43663								
176.313889	28.06.2023 00:21:08																								
176.316667	28.06.2023 00:21:18									0.35902	0.40108	0.4276	0.3844	0.43231	0.36203	0.4236	0.43624								
176.330556	28.06.2023 00:22:08																								
176.333333	28.06.2023 00:22:18									0.35836	0.39779	0.42645	0.38369	0.43074	0.36203	0.42013	0.43427								
176.347222	28.06.2023 00:23:08																								
176.35	28.06.2023 00:23:18									0.35803	0.39598	0.42799	0.38475	0.43074	0.3627	0.42052	0.43585								
176.363889	28.06.2023 00:24:08																								
176.366667	28.06.2023 00:24:18									0.35803	0.39743	0.42645	0.38475	0.4331	0.3627	0.42128	0.43467								
176.380556	28.06.2023 00:25:08																								
176.383333	28.06.2023 00:25:18									0.3577	0.39962	0.42799	0.38404	0.43626	0.36237	0.42167	0.43506								
176.397222	28.06.2023 00:26:08																								
176.4	28.06.2023 00:26:18									0.36035	0.39962	0.4276	0.3844	0.43349	0.36337	0.4209	0.43703								
176.413889	28.06.2023 00:27:08																								
176.416667	28.06.2023 00:27:18									0.35969	0.39962	0.42645	0.38687	0.42996	0.3627	0.42437	0.43585								
176.430556	28.06.2023 00:28:08																								
176.433333	28.06.2023 00:28:18									0.35902	0.39634	0.42491	0.38475	0.4327	0.3637	0.42321	0.43703								
176.447222	28.06.2023 00:29:08																								
176.45	28.06.2023 00:29:18									0.35836	0.39889	0.42568	0.3851	0.43507	0.36303	0.42244	0.43624								
176.463889	28.06.2023 00:30:08																								
176.466667	28.06.2023 00:30:18									0.36068	0.39998	0.42954	0.38723	0.43349	0.36203	0.4236	0.43663								
176.480556	28.06.2023 00:31:08																								
176.483333	28.06.2023 00:31:18									0.36235	0.40145	0.4276	0.38545	0.43349	0.36404	0.42514	0.43663								
176.497222	28.06.2023 00:32:08																								
176.5	28.06.2023 00:32:18									0.35902	0.40218	0.42799	0.38758	0.43428	0.36203	0.4236	0.43861								
176.513889	28.06.2023 00:33:08																								
176.516667	28.06.2023 00:33:18									0.36002	0.40292	0.4253	0.38829	0.43586	0.3637	0.42321	0.43861								
176.530556	28.06.2023 00:34:08																								
176.533333	28.06.2023 00:34:18									0.36068	0.39889	0.42876	0.38475	0.43388	0.36404	0.4236	0.43742								
176.547222	28.06.2023 00:35:08																								
176.55	28.06.2023 00:35:18									0.36336	0.39998	0.42838	0.38545	0.43428	0.3607	0.4236	0.43703								
176.563889	28.06.2023 00:36:08																								
176.566667	28.06.2023 00:36:18									0.36002	0.40145	0.42838	0.38475	0.43665	0.36337	0.42321	0.43782								
176.580556	28.06.2023 00:37:08																								
176.583333	28.06.2023 00:37:18									0.35935	0.39925	0.42876	0.38299	0.43546	0.3617	0.42244	0.43742								
176.597222	28.06.2023 00:38:08																								
176.6	28.06.2023 00:38:18									0.35969	0.39889	0.42915	0.38723	0.43388	0.36404	0.42553	0.43545								
176.613889	28.06.2023 00:39:08																								
176.616667	28.06.2023 00:39:18									0.36068	0.40439	0.42838	0.3844	0.43231	0.36303	0.42321	0.43703								
176.630556	28.06.2023 00:40:08																								
176.633333	28.06.2023 00:40:18									0.36068	0.39852	0.42993	0.38687	0.43507	0.36471	0.42476	0.43703								
176.647222	28.06.2023 00:41:08																								
176.65	28.06.2023 00:41:18									0.36235	0.39779	0.4276	0.38652	0.43388	0.36672	0.4236	0.43742								
176.663889	28.06.2023 00:42:08																								
176.666667	28.06.2023 00:42:18									0.35869	0.39998	0.42876	0.38723	0.43467	0.36037	0.42476	0.43663								
176.680556	28.06.2023 00:43:08																								
176.683333	28.06.2023 00:43:18									0.35869	0.39743	0.42838	0.38581	0.43665	0.36404	0.4236	0.44139								
176.697222	28.06.2023 00:44:08																								
176.7	28.06.2023 00:44:18									0.35969	0.40255	0.42993	0.38652	0.43785	0.36237	0.42398	0.43822								
176.713889	28.06.2023 00:45:08																								
176.716667	28.06.2023 00:45:18									0.36035	0.40181	0.42993	0.38687	0.43705	0.36571	0.42592	0.441								
176.726389	28.06.2023 00:45:53																								1624
176.727778	28.06.2023 00:45:58																								1625
176.730556	28.06.2023 00:46:08																								
176.733333	28.06.2023 00:46:18									0.36168	0.40365	0.42993	0.38829	0.43705	0.36504	0.42553	0.43663								
176.743056	28.06.2023 00:46:53																								1625
176.744444	28.06.2023 00:46:58																								1625
176.747222	28.06.2023 00:47:08																								
176.75	28.06.2023 00:47:18									0.36035	0.40255	0.42954	0.38794	0.44024	0.3617	0.42398	0.43545								
176.759722	28.06.2023 00:47:53																								1625
176.761111	28.06.2023 00:47:58																								1625
176.763889	28.06.2023 00:48:08																								
176.766667	28.06.2023 00:48:18									0.36168	0.40439	0.42915	0.38936	0.43665	0.36605	0.42631	0.4331								
176.776389	28.06.2023 00:48:53																								1625
176.777778	28.06.2023 00:48:58																								1626
176.780556	28.06.2023 00:49:08																								
176.783333	28.06.2023 00:49:18									0.36235	0.40108	0.42954	0.38687	0.43864	0.36404	0.42437	0.42959								
176.793056	28.06.2023 00:49:53																								1626
176.794444	28.06.2023 00:49:58																								1626
176.797222	28.06.2023 00:50:08																								
176.8	28.06.2023 00:50:18									0.36202	0.40587	0.42838	0.39008	0.43705	0.36237	0.42592	0.42959								
176.809722	28.06.2023 00:50:53																								1626
176.811111	28.06.2023 00:50:58																								1627
176.813889	28.06.2023 00:51:08																								
176.816667	28.06.2023 00:51:18									0.36102	0.39998	0.42954	0.38901	0.43904	0.36538	0.42476	0.42688								
176.826389	28.06.2023 00:51:53																								1627
176.827778	28.06.2023 00:51:58																								1627
176.830556	28.06.2023 00:52:08																								
176.833333	28.06.2023 00:52:18									0.36269	0.40145	0.4307	0.38794	0.43665	0.36237	0.42476	0.42573								
176.843056	28.06.2023 00:52:53																								1627
176.844444	28.06.2023 00:52:58																								1628
176.847222	28.06.2023 00:53:08																								
176.85	28.06.2023 00:53:18									0.36302	0.40255	0.42915	0.38687	0.43745	0.36706	0.42631	0.42419								
176.859722	28.06.2023 00:53:53																								1628
176.861111	28.06.2023 00:53:58																								1628
176.863889	28.06.2023 00:54:08																								
176.866667	28.06.2023 00:54:18									0.36202	0.40255	0.43265	0.38687	0.43745	0.36471	0.42826	0.42152								
176.876389	28.06.2023 00:54:53																								1628
176.877778	28.06.2023 00:54:58																								1628
176.880556	28.06.2023 00:55:08																								
176.883333	28.06.2023 00:55:18									0.36168	0.40439	0.4307	0.38936	0.43705	0.36237	0.42943	0.41886								
176.893056	28.06.2023 00:55:53																								1628
176.894444	28.06.2023 00:55:58																								1629
176.897222	28.06.2023 00:56:08																								
176.9	28.06.2023 00:56:18									0.36336	0.40145	0.43148	0.38972	0.43586	0.3627	0.42748	0.41697								
176.909722	28.06.2023 00:56:53																								1629
176.911111	28.06.2023 00:56:58																								1629
176.913889	28.06.2023 00:57:08																								
176.916667	28.06.2023 00:57:18									0.36235	0.39962	0.43187	0.39079	0.43824	0.36538	0.42709	0.41697								
176.926389	28.06.2023 00:57:53																								1629
176.927778	28.06.2023 00:57:58																								1630
176.930556	28.06.2023 00:58:08																								
176.933333	28.06.2023 00:58:18									0.36269	0.39998	0.43109	0.38829	0.43824	0.36571	0.42826	0.41322								
176.943056	28.06.2023 00:58:53																								1630
176.944444	28.06.2023 00:58:58																								1630
176.947222	28.06.2023 00:59:08																								
176.95	28.06.2023 00:59:18									0.36336	0.40292	0.43109	0.38936	0.43904	0.36571	0.4267	0.40875								
176.959722	28.06.2023 00:59:53																								1630
176.961111	28.06.2023 00:59:58																								1630
176.963889	28.06.2023 01:00:08																								
176.966667	28.06.2023 01:00:18									0.36302	0.40108	0.43109	0.38901	0.43864	0.36437	0.42709	0.41061								
176.976389	28.06.2023 01:00:53																								1630
176.977778	28.06.2023 01:00:58																								1631
176.980556	28.06.2023 01:01:08																								
176.983333	28.06.2023 01:01:18									0.36035	0.40255	0.42993	0.38972	0.43864	0.36404	0.4267	0.40654								
176.993056	28.06.2023 01:01:53																								1631
176.994444	28.06.2023 01:01:58																								1631
176.997222	28.06.2023 01:02:08																								
177	28.06.2023 01:02:18									0.36235	0.40476	0.43109	0.38758	0.43984	0.36571	0.42787	0.40251								
177.009722	28.06.2023 01:02:53																								1631
177.011111	28.06.2023 01:02:58																								1632
177.013889	28.06.2023 01:03:08																								
177.016667	28.06.2023 01:03:18									0.36269	0.4055	0.43382	0.39043	0.43745	0.36538	0.4267	0.40617								
177.026389	28.06.2023 01:03:53																								1632
177.027778	28.06.2023 01:03:58																								1632
177.030556	28.06.2023 01:04:08																								
177.033333	28.06.2023 01:04:18									0.36168	0.4055	0.43148	0.38972	0.43904	0.36672	0.43139	0.40215								
177.043056	28.06.2023 01:04:53																								1632
177.044444	28.06.2023 01:04:58																								1633
177.047222	28.06.2023 01:05:08																								
177.05	28.06.2023 01:05:18									0.36269	0.40661	0.43187	0.38972	0.44144	0.36538	0.42826	0.40142								
177.059722	28.06.2023 01:05:53																								1633
177.061111	28.06.2023 01:05:58																								1633
177.063889	28.06.2023 01:06:08																								
177.066667	28.06.2023 01:06:18									0.36436	0.40439	0.43539	0.39187	0.44064	0.36571	0.42904	0.40142								
177.072222	28.06.2023 01:06:38																					1378			
177.073611	28.06.2023 01:06:43																					1378			
177.076389	28.06.2023 01:06:53																								1633
177.077778	28.06.2023 01:06:58																								1633
177.080556	28.06.2023 01:07:08																								
177.083333	28.06.2023 01:07:18									0.36369	0.40736	0.43031	0.39008	0.43785	0.36471	0.42826	0.39744								
177.088889	28.06.2023 01:07:38																					1378			
177.090278	28.06.2023 01:07:43																					1378			
177.093056	28.06.2023 01:07:53																								1633
177.094444	28.06.2023 01:07:58																								1634
177.097222	28.06.2023 01:08:08																								
177.1	28.06.2023 01:08:18									0.36269	0.40513	0.43226	0.39223	0.43665	0.36672	0.42865	0.396								
177.105556	28.06.2023 01:08:38																					1378			
177.106944	28.06.2023 01:08:43																					1379			
177.109722	28.06.2023 01:08:53																								1634
177.111111	28.06.2023 01:08:58																								1634
177.113889	28.06.2023 01:09:08																								
177.116667	28.06.2023 01:09:18									0.36302	0.40402	0.43031	0.39115	0.4327	0.36437	0.42826	0.39492								
177.122222	28.06.2023 01:09:38																					1379			
177.123611	28.06.2023 01:09:43																					1379			
177.126389	28.06.2023 01:09:53																								1634
177.127778	28.06.2023 01:09:58																								1635
177.130556	28.06.2023 01:10:08																								
177.133333	28.06.2023 01:10:18									0.36537	0.40328	0.43226	0.38972	0.43349	0.36672	0.43061	0.39064								
177.138889	28.06.2023 01:10:38																					1379			
177.140278	28.06.2023 01:10:43																					1380			
177.143056	28.06.2023 01:10:53																								1635
177.144444	28.06.2023 01:10:58																								1635
177.147222	28.06.2023 01:11:08																								
177.15	28.06.2023 01:11:18									0.36202	0.40402	0.43187	0.39151	0.43113	0.36337	0.42904	0.39135								
177.155556	28.06.2023 01:11:38																					1380			
177.156944	28.06.2023 01:11:43																					1380			
177.159722	28.06.2023 01:11:53																								1635
177.161111	28.06.2023 01:11:58																								1635
177.163889	28.06.2023 01:12:08																								
177.166667	28.06.2023 01:12:18									0.36068	0.40661	0.43421	0.39151	0.43152	0.36672	0.43139	0.38887								
177.172222	28.06.2023 01:12:38																					1380			
177.173611	28.06.2023 01:12:43																					1380			
177.176389	28.06.2023 01:12:53																								1635
177.177778	28.06.2023 01:12:58																								1636
177.180556	28.06.2023 01:13:08																								
177.183333	28.06.2023 01:13:18									0.36202	0.40145	0.43421	0.39187	0.42762	0.36538	0.42943	0.38781								
177.188889	28.06.2023 01:13:38																					1380			
177.190278	28.06.2023 01:13:43																					1381			
177.193056	28.06.2023 01:13:53																								1636
177.194444	28.06.2023 01:13:58																								1636
177.197222	28.06.2023 01:14:08																								
177.2	28.06.2023 01:14:18									0.36202	0.40292	0.4307	0.39043	0.42529	0.36404	0.431	0.3843								
177.205556	28.06.2023 01:14:38																					1381			
177.206944	28.06.2023 01:14:43																					1381			
